181072.0,333611.0,6.92951677
181025.0,333558.0,7.03966035
181165.0,333537.0,6.46146818
181298.0,333484.0,5.54907608
181307.0,333330.0,5.59471138
181390.0,333260.0,5.63835467
181165.0,333370.0,5.84643878
181027.0,333363.0,6.00635316
181060.0,333231.0,5.84932478
181232.0,333168.0,5.20948615
181191.0,333115.0,5.24174702
181032.0,333031.0,5.52545294
180874.0,333339.0,6.99942247
180969.0,333252.0,6.22257627
181011.0,333161.0,5.78689738
180830.0,333246.0,6.93925395
180763.0,333104.0,6.40687999
180694.0,332972.0,6.56667243
180625.0,332847.0,6.59987050
180555.0,332707.0,6.95844839
180642.0,332708.0,6.51174533
180704.0,332717.0,5.99645209
180704.0,332664.0,5.83773045
181153.0,332925.0,5.38449506
181147.0,332823.0,5.29831737
181167.0,332778.0,5.26785816
181008.0,332777.0,5.33271879
180973.0,332687.0,5.19295685
180916.0,332753.0,5.48063892
181352.0,332946.0,5.19295685
181133.0,332570.0,5.33753808
180878.0,332489.0,5.28826703
180829.0,332450.0,5.52146092
180954.0,332399.0,5.25749537
180956.0,332318.0,5.36129217
180891.0,332231.0,5.23644196
180710.0,332330.0,5.77144112
180632.0,332445.0,6.34388043
180530.0,332538.0,6.72503364
180478.0,332578.0,6.80903931
180383.0,332476.0,7.28207366
180494.0,332330.0,5.69709349
180561.0,332193.0,5.11799381
180451.0,332175.0,5.17048400
180410.0,332031.0,5.55295958
180355.0,332299.0,6.61472560
180292.0,332157.0,6.61472560
180283.0,332014.0,6.13988455
180282.0,331861.0,5.89989735
180270.0,331707.0,5.64190707
180199.0,331591.0,5.92692603
180135.0,331552.0,5.40267738
180237.0,332351.0,6.69950034
180103.0,332297.0,7.34471905
179973.0,332255.0,7.51697722
179826.0,332217.0,7.33171497
179687.0,332161.0,6.83840520
179792.0,332035.0,6.06842559
179902.0,332113.0,6.30991828
180100.0,332213.0,7.35946764
179604.0,332059.0,7.08170859
179526.0,331936.0,6.81014245
179495.0,331770.0,6.63463336
179489.0,331633.0,6.49072353
179414.0,331494.0,6.46614472
179334.0,331366.0,6.68586095
179255.0,331264.0,6.66440902
179364.0,331150.0,6.21460810
179470.0,331125.0,6.96602419
179474.0,331304.0,5.48479693
179559.0,331423.0,5.75890177
179662.0,331563.0,5.19295685
179558.0,331145.0,5.09375020
179516.0,331040.0,4.74493213
179692.0,330933.0,4.77912349
179852.0,330801.0,6.65672652
179341.0,330962.0,4.67282883
179239.0,331071.0,5.14749448
179140.0,330955.0,6.55535689
179128.0,330867.0,6.51619308
179065.0,330864.0,6.67582322
179007.0,330727.0,6.52941884
179110.0,330758.0,6.38519440
179032.0,330645.0,6.30809844
179095.0,330636.0,6.52209280
179058.0,330510.0,6.28971557
178810.0,330666.0,6.32793678
178912.0,330779.0,7.03526860
178981.0,330924.0,7.23201033
179076.0,331005.0,7.05703698
179022.0,330873.0,6.30078579
178953.0,330742.0,6.22455843
178875.0,330516.0,6.04025471
178803.0,330349.0,5.80513497
179029.0,330394.0,5.99146455
178605.0,330406.0,6.31535800
178701.0,330557.0,6.35784227
179547.0,330245.0,5.04342512
179301.0,330179.0,5.41164605
179405.0,330567.0,5.19295685
179462.0,330766.0,5.42053500
179293.0,330797.0,5.22574667
179180.0,330710.0,5.28826703
179206.0,330398.0,5.23110862
179618.0,330458.0,5.29330482
179782.0,330540.0,5.05624581
179637.0,330570.0,5.26785816
179980.0,330773.0,5.31320598
180067.0,331185.0,4.96284463
180162.0,331387.0,4.91265489
180451.0,331473.0,4.76217393
180328.0,331158.0,4.72738782
180276.0,330963.0,4.86753445
180114.0,330803.0,5.25749537
179881.0,330912.0,5.48063892
179774.0,330921.0,5.39816270
179657.0,331150.0,4.94164242
179731.0,331245.0,4.85203026
179717.0,331441.0,5.11198779
179446.0,331422.0,5.25227343
179524.0,331565.0,5.44673737
179644.0,331730.0,5.31320598
180151.0,330353.0,7.42177579
180321.0,330366.0,6.58202514
180162.0,331837.0,5.34710753
180029.0,331720.0,5.28826703
179797.0,331919.0,4.93447393
179642.0,331955.0,5.53338949
179849.0,332142.0,6.55535689
180265.0,332297.0,6.72383244
180107.0,332101.0,5.56834450
180462.0,331947.0,4.95582706
180478.0,331822.0,4.77912349
180347.0,331700.0,5.02388052
180862.0,333116.0,6.02827852
180700.0,332882.0,6.16120732
180923.0,332874.0,5.39362755
180467.0,331694.0,4.89034913
180319.0,331540.0,7.47816969
179917.0,331325.0,4.94875989
179822.0,331242.0,5.06259503
179991.0,331069.0,4.85981240
179120.0,330578.0,5.32787617
179034.0,330561.0,6.11146734
179085.0,330433.0,5.69035945
179236.0,330046.0,5.24174702
179456.0,330072.0,5.03695260
179550.0,329940.0,5.12989871
179445.0,329807.0,5.99893656
179337.0,329870.0,6.15485809
179245.0,329714.0,6.41673228
179024.0,329733.0,6.39859493
178786.0,329822.0,6.66313270
179135.0,329890.0,5.55295958
179030.0,330082.0,5.36597602
179184.0,330182.0,5.11198779
179085.0,330292.0,6.20657593
178875.0,330311.0,5.83481074
179466.0,330381.0,5.08759634
179211.0,331175.0,6.63987583
180201.0,331160.0,4.83628191
180173.0,331923.0,5.34710753
181118.0,333214.0,5.63121178
180627.0,330190.0,5.92692603

